FIPS,COUNAM,STABBREV,TOTRATE_2020,EVANRATE_2020,BPRTRATE_2020,MPRTRATE_2020,CATHRATE_2020,ORTHRATE_2020,LDSRATE_2020,CJUDRATE_2020,IJUDRATE_2020,OJUDRATE_2020,RJUDRATE_2020,RFRMRATE_2020,MSLMRATE_2020,HINTRATE_2020,MAHBUDRATE_2020,THBUDRATE_2020,VAJBUDRATE_2020
19029,Cass County,IA,49.55999756,12.5,0,24.67000008,10.78999996,0,1.59,,,,,,,,,,
21197,Powell County,KY,35.75,30.20999908,0.5799999833,3.049999952,0.3899999857,0,,,,,,,,,1.52,,
16079,Shoshone County,ID,17.75,5.789999485,0,3.029999971,5.159999847,0,1.37,,,,,,,,,,
1041,Crenshaw County,AL,60.9600029,50.94000244,2.109999895,5.199999809,0,0,1.75,,,,,,,,,,
6051,Mono County,CA,16.35000038,2.110000134,0,0.2800000012,8.75,0,5.15,,,,,,,,,,
20085,Jackson County,KS,27.12999916,8.300000191,0,13.77999973,4.230000019,0,,,,,,,,,,,
51007,Amelia County,VA,34.40999603,21.18000031,0,6.730000019,4.579999924,0,,,,,,,,,,,
28013,Calhoun County,MS,83.18999481,65.98999786,8.43999958,5.170000076,3.589999914,0,,,,,,,,,,,
29151,Osage County,MO,62.95999908,13.26000023,0,2.99000001,46.68999863,0,,,,,,,,,,,
17025,Clay County,IL,71.11999512,53.54000092,0.3000000119,7.550000191,9.710000038,0,,,,,,,,,,,
8081,Moffat County,CO,31.52999878,9.61000061,0,1.309999943,12.10000038,1.129999995,6.18,,,,,,,,,,
17087,Johnson County,IL,28.35000038,21.79999924,2.25,3.099999905,1.179999948,0,,,,,,,,,,,
45009,Bamberg County,SC,47.84999847,26.87000084,3.679999828,15.52000046,0,0,,,,,,,,,,,
55011,Buffalo County,WI,50.84999847,12.40000057,0,25,13.43999958,0,,,,,,,,,,,
8007,Archuleta County,CO,36.51000214,11.02999973,0,2.869999886,6.800000191,0,1.5,,,,,,,,,,11.23
40063,Hughes County,OK,45.56000137,40.47000122,0.150000006,4.550000191,0.2899999917,0,,,,,,,,,,,
39111,Monroe County,OH,46.90999603,28.94999886,0,16.5,1.460000038,0,,,,,,,,,,,
16043,Fremont County,ID,77.24000549,3.049999952,0,0.8899999857,12.81999969,0,59.49,,,,,,,,,,
53051,Pend Oreille County,WA,33.98999786,16.12999916,0,2.610000134,8.569999695,0,4.57,,,,,,,,,,
48313,Madison County,TX,49.68999863,26.62000084,1.110000014,3.220000029,16.01000023,0,1.53,,,,,,,,,,
51690,Martinsville city,VA,123.7100067,69.78000641,23.01000023,15.17000008,12.36999989,0,3.34,,,,,,,,,,
47061,Grundy County,TN,29.67000008,21.18000031,0,5.900000095,0,0,1.56,,,,,,,,,,
28041,Greene County,MS,32.29999924,24.13999939,2.410000086,3.970000029,0.1800000072,0,1.6,,,,,,,,,,
17053,Ford County,IL,46.5,19.61000061,0,16.35000038,10.52000046,0,,,,,,,,,,,
5065,Izard County,AR,49.50000381,45.08000183,0.7400000095,2.180000067,0.5799999833,0,,,,,,,,,,,
48093,Comanche County,TX,59.55999756,43.13999939,0,7.820000172,8.590000153,0,,,,,,,,,,,
48455,Trinity County,TX,48.13999939,37.02999878,3.230000019,3.369999886,4.510000229,0,,,,,,,,,,,
12013,Calhoun County,FL,25.41999817,15.77000046,2.980000019,2.559999943,1.320000052,0,1.81,,,,,,,,,,
47161,Stewart County,TN,53.63000107,35.86999893,5.860000134,6.539999962,1.649999976,0,3.71,,,,,,,,,,
21225,Union County,KY,73.83000183,46.52999878,5.619999886,3.569999933,18.10000038,0,,,,,,,,,,,
46102,Oglala Lakota County,SD,24.13999939,4.729999542,0,8.840000153,7.53000021,0,1.69,,,,,,,,,,
37041,Chowan County,NC,106.6199951,76.40000153,8.56000042,8.880000114,9.529999733,0.05999999866,1.63,,,,,,,,,,
48059,Callahan County,TX,51.57000351,42.79000092,0,6.96999979,1.809999943,0,,,,,,,,,,,
21025,Breathitt County,KY,17.71000099,12.33000088,0,5.130000114,0.2300000042,0,,,,,,,,,,,
21175,Morgan County,KY,24.22000122,20.80000114,0,2.430000067,0.3400000036,0,,,,,,,,,,,
56009,Converse County,WY,25.93000031,8.869999886,1.090000033,4.039999962,6.579999924,0,4.39,,,,,,,,,,
22127,Winn Parish,LA,77.76000214,60.36999893,7.339999676,3.980000019,4.260000229,0,1.8,,,,,,,,,,
17189,Washington County,IL,57.92000198,26.07999992,0,16.75,15.07999992,0,,,,,,,,,,,
30035,Glacier County,MT,80.70999908,11.56999969,0,2.349999905,62.36999893,0,4.27,,,,,,,,,,
39115,Morgan County,OH,25.51999855,17.5,0,6.119999886,0.7200000286,0,,,,,,,,,,,
18111,Newton County,IN,26.59000015,8.279999733,0,9.460000038,8.840000153,0,,,,,,,,,,,
51113,Madison County,VA,42.59000015,22.47999954,0,11.10999966,2.410000086,0,,,,,,,,,,,
17193,White County,IL,66.68999481,56.86000061,0.2199999988,6.739999771,2.089999914,0,,,,,,,,,,,
28147,Walthall County,MS,48.04000092,40.79000092,3.660000086,2.50999999,1.080000043,0,,,,,,,,,,,
48505,Zapata County,TX,65.04000092,5.75,0,0.4099999964,54.97999954,0,2.37,,,,,,,,,,
40099,Murray County,OK,51.75000381,37.92000198,0,7.900000095,5,0,,,,,,,,,,,
47033,Crockett County,TN,67.86000061,46.13000107,4.349999905,12.78999996,4.579999924,0,,,,,,,,,,,
27043,Faribault County,MN,74.27000427,12.72000027,0,37.88000107,22.47999954,0,,,,,,,,,,,
2130,Ketchikan Gateway Borough,AK,31.42000008,14.88000011,0,3,9.319999695,0,2.43,,,,,,,,,,
1075,Lamar County,AL,69.61000061,58.27999878,6.480000019,4.849999905,0,0,,,,,,,,,,,
27113,Pennington County,MN,61.11000061,8.649999619,0,41.04999924,10.32999992,0,,,,,,,,,,,
12047,Hamilton County,FL,32.27999878,22.04999924,5.869999886,2.049999952,0.5400000215,0,1.76,,,,,,,,,,
54087,Roane County,WV,22.04000092,5.090000153,0,12.55000019,1.700000048,0,1.79,,,,,,,,,,
55099,Price County,WI,54.47999954,19.27000046,0,6.430000305,27.93000031,0,,,,,,,,,,,
19005,Allamakee County,IA,63.38999557,2.389999866,0,31.54999924,24.32999992,0,,,,,,,,,3.73,,
21221,Trigg County,KY,82.58000183,63.71999741,1.070000052,14.47999954,2.309999943,0,,,,,,,,,,,
27159,Wadena County,MN,55.29999924,26.93000031,0,13.86999989,12.23999977,0,1.44,,,,,,,,,,
13251,Screven County,GA,51.72999954,31.45000076,7.549999714,10.27000046,0.8899999857,0,,,,,,,,,,,
40035,Craig County,OK,59.75000381,49.93000031,1.080000043,6.690000057,1.899999976,0,,,,,,,,,,,
39121,Noble County,OH,25.94000053,11.34000015,0,6.050000191,8.539999962,0,,,,,,,,,,,
37173,Swain County,NC,46.34000397,33.4600029,3.190000057,4.46999979,5.090000153,0,,,,,,,,,,,
45017,Calhoun County,SC,38.5,11.30000019,12.18000031,12.43000031,0,0,,,,,,,,,,,
51051,Dickenson County,VA,17.65999985,15.2300005,0.5400000215,1.580000043,0.3100000024,0,,,,,,,,,,,
31185,York County,NE,62.93000031,35,0,17.89999962,9.460000038,0,,,,,,,,,,,
40005,Atoka County,OK,72.80999756,69.08000183,0,2.140000105,0.8500000238,0,,,,,,,,,,,
21065,Estill County,KY,37.88999557,32.31999969,0,3.849999905,0.4199999869,0,,,,,,,,,,,
17127,Massac County,IL,64.26000214,53.34999847,1.790000081,7.429999828,0.8799999952,0,,,,,,,,,,,
22027,Claiborne Parish,LA,59.78000259,39.06000137,10.80999947,7.599999905,1.409999967,0,,,,,,,,,,,
19141,O'Brien County,IA,65.11999512,23.95999908,0,29.4299984,11.72999954,0,,,,,,,,,,,
29039,Cedar County,MO,39.1400032,27.47000122,0,2.660000086,6.650000095,0,1.48,,,,,,,,,,
55107,Rusk County,WI,33.3900032,14.77999973,0,3.320000172,13.97999954,0,,,,,,,,,,,
12045,Gulf County,FL,75.58000183,58.79999924,4.230000019,7.940000057,3.75,0,,,,,,,,,,,
16041,Franklin County,ID,118.7299957,1.649999976,0,0.2300000042,2.829999924,0,113.39,,,,,,,,,,
40023,Choctaw County,OK,51.49000168,44.11000061,1.350000024,2.269999981,2.039999962,0,1.72,,,,,,,,,,
28129,Smith County,MS,44.93999863,39.88999939,1.230000019,3.809999943,0,0,,,,,,,,,,,
1027,Clay County,AL,68.6700058,53.72000122,7.670000076,5.260000229,1.220000029,0,,,,,,,,,,,
21119,Knott County,KY,26.42000008,25.48999977,0,0.9200000167,0,0,,,,,,,,,,,
25019,Nantucket County,MA,32.59000015,1.540000081,0,6.199999809,22.57999992,0,,,,,,,,,,,
31151,Saline County,NE,47.18999863,14.3399992,0,17.09000015,15.68999958,0,,,,,,,,,,,
54031,Hardy County,WV,44,27.85000038,0,13.03999996,1.659999967,0,,,,,,,,,,,
19023,Butler County,IA,45.61000061,6.540000439,0,36.22999954,2.839999914,0,,,,,,,,,,,
20011,Bourbon County,KS,52.86000443,25.02000046,1.529999971,18.43000031,5.150000095,0,1.71,,,,,,,,,,
26053,Gogebic County,MI,32.2899971,6.670000076,0,9.359999657,15.56999969,0.1700000018,,,,,,,,,,,
29065,Dent County,MO,43.39999771,35.65999985,0,3.119999886,2.109999895,0,1.46,,,,,,,,,,
54103,Wetzel County,WV,46.02999878,21.42000008,0,15.43000031,6.840000153,0,1.74,,,,,,,,,,
39067,Harrison County,OH,27.0700016,10.06000042,0.5199999809,12.80000019,2.349999905,0,,,,,,,,,,,
19129,Mills County,IA,31.48999977,5.440000057,0,15.46000004,7.690000057,0,2.89,,,,,,,,,,
47015,Cannon County,TN,39.14999771,33.91999817,1.24000001,2.710000038,0,0,,,,,,,,,,,
12065,Jefferson County,FL,70.13000488,40.38000107,19.35000038,6.759999752,1.700000048,0,,,,,,,,,,,
49037,San Juan County,UT,47.81999969,3.089999914,0,1.220000029,0.8000000119,0,42.29,,,,,,,,,,0.14
17139,Moultrie County,IL,69.22999573,48.52999878,0,9.600000381,11.07999992,0,,,,,,,,,,,
56007,Carbon County,WY,46.84000397,11.18000031,0,3.350000143,12.26000023,0,18.73,,,,,,,,,,
5021,Clay County,AR,51.95000076,43.84000015,0.5199999809,4.690000057,1.25,0,,,,,,,,,,,
8071,Las Animas County,CO,26.40000153,5.970000267,0,1.710000038,17.68000031,0,,,,,,,,,,,
42057,Fulton County,PA,29.17000198,14.78000069,0.5199999809,11.02999973,1.350000024,0,1.48,,,,,,,,,,
29117,Livingston County,MO,56.95000076,38.36000061,1.039999962,10.18000031,7.360000134,0,,,,,,,,,,,
19085,Harrison County,IA,40.27000046,10.31000042,0,12.89000034,14.18999958,0,2.87,,,,,,,,,,
13159,Jasper County,GA,42.23999786,23.68000031,11.61999989,5.75,0,0,,,,,,,,,,,
21191,Pendleton County,KY,48.15999985,42.47999954,0,4.199999809,1.480000019,0,,,,,,,,,,,
51610,Falls Church city,VA,97.43000031,25.12999916,0,16.59000015,54.33000183,0,,,,,,,,,,,
38053,McKenzie County,ND,25.79999924,9.019999504,0,8.829999924,6.360000134,0,1.56,,,,,,,,,,
48255,Karnes County,TX,63.31000137,16.27000046,0,5.599999905,41.43000031,0,,,,,,,,,,,
27129,Renville County,MN,74.5,12.82999992,0,38.95000076,22.71999931,0,,,,,,,,,,,
48353,Nolan County,TX,58.18999863,27.21000099,2.150000095,9.069999695,15.89000034,0,2.23,,,,,,,,,,
17149,Pike County,IL,43.15999985,21.70000076,0,9.819999695,10.22000027,0,1.42,,,,,,,,,,
48389,Reeves County,TX,25.6799984,12.93999958,0,1.039999962,7.869999886,0,2.23,,,,,,,,,,
51125,Nelson County,VA,54.91999817,23.64999962,0.8500000238,9.460000038,6.28000021,0,,,,,,,,,,,13.54
13161,Jeff Davis County,GA,70.25999451,53.52999878,8.81000042,2.269999981,4.059999943,0,1.59,,,,,,,,,,
51043,Clarke County,VA,38.21999741,7.590000153,0,17.89999962,9.359999657,0,3.33,,,,,,,,,,
1065,Hale County,AL,53.94000244,28.30999947,18.17000008,5.539999962,0.9300000072,0,,,,,,,,,,,
22059,LaSalle Parish,LA,60.36999893,53.45000076,1.019999981,4.619999886,0.3700000048,0,,,,,,,,,,,
29073,Gasconade County,MO,51.65999985,25.12000084,0,11.80000019,14.72999954,0,,,,,,,,,,,
13221,Oglethorpe County,GA,29.38999939,22.45000076,3.220000029,1.919999957,0,0,,,,,,,,,,,
19109,Kossuth County,IA,78.58000183,20.38999939,0,23.12999916,34.34000015,0,,,,,,,,,,,
27143,Sibley County,MN,66.31999969,28.36000061,0,19.67000008,17.42000008,0,,,,,,,,,,,
21123,Larue County,KY,47.75999832,41.16999817,1.080000043,4,1.50999999,0,,,,,,,,,,,
37121,Mitchell County,NC,75.45000458,60.63000107,4.699999809,5.670000076,4.440000057,0,,,,,,,,,,,
47007,Bledsoe County,TN,20.43000031,17.70000076,0,0.6000000238,0,0,1.41,,,,,,,,,,
46027,Clay County,SD,34.15000153,5.130000114,0,15.79999924,9.739999771,0,2.47,,,,,,,,,,
48239,Jackson County,TX,61.31999969,28,0,7.619999886,24.75,0,,,,,,,,,,,
26011,Arenac County,MI,28.10000038,10.06999969,0,2.470000029,13.5,0,,,,,,,,,,,
22049,Jackson Parish,LA,87.48999786,74.91999817,6.079999924,2.650000095,1.059999943,0,1.64,,,,,,,,,,
19079,Hamilton County,IA,49.69999695,17.31999969,0,25.3900013,6.980000019,0,,,,,,,,,,,
35057,Torrance County,NM,61.95999908,10.32999992,0,1.059999943,40.34000015,0,7.76,,,,,,,,,,
26113,Missaukee County,MI,32.90999985,21.23999977,0,8.720000267,2.029999971,0,,,,,,,,,,,
1029,Cleburne County,AL,78.58000183,73.04000092,1,4.53000021,0,0,,,,,,,,,,,
21069,Fleming County,KY,31.46999931,19.03000069,0,11.10999966,1.330000043,0,,,,,,,,,,,
40073,Kingfisher County,OK,55.50999832,23.42000008,0.5,12.48999977,19.01000023,0,,,,,,,,,,,
48371,Pecos County,TX,51.45999908,13.52999973,0,4.150000095,29.92000008,0,1.36,,,,,,,,,,
29121,Macon County,MO,64.09999847,50.52999878,1.580000043,8.960000038,1.639999986,0,1.38,,,,,,,,,,
19145,Page County,IA,46.69999695,17.26999855,1.970000029,20.40999985,4.519999981,0,1.37,,,,,,,,,,
51005,Alleghany County,VA,45.04999924,28.72000122,0.9900000095,14,1.309999943,0,,,,,,,,,,,
17101,Lawrence County,IL,26.35000038,11.87000084,0.1599999964,10.90999985,2.609999895,0,,,,,,,,,,,
22125,West Feliciana Parish,LA,30.19000053,13.39999962,1.179999948,9,6.400000095,0.200000003,,,,,,,,,,,
40095,Marshall County,OK,58.34000015,42.09999847,0,5.010000229,10.39000034,0,,,,,,,,,,,
27135,Roseau County,MN,45.52000046,14.89999962,0,18.39999962,10.06000042,0,1.32,,,,,,,,,,
51077,Grayson County,VA,38.05999756,24.81999969,0,13.23999977,0,0,,,,,,,,,,,
18159,Tipton County,IN,34.43999863,19.17000008,0,9.460000038,5.800000191,0,,,,,,,,,,,
1129,Washington County,AL,65.52999878,55.20000076,6.440000057,3.799999952,0.09000000358,0,,,,,,,,,,,
27127,Redwood County,MN,80.34999847,23.10000038,0,28.08999825,28.59000015,0,,,,,,,,,,,
51830,Williamsburg city,VA,49.27000427,6.260000706,0,40.27000046,0,0,2.66,,,,,,,,,,
18165,Vermillion County,IN,23.76000023,12.15999985,0,7.239999771,4.349999905,0,,,,,,,,,,,
17023,Clark County,IL,68.95999908,50.10000229,0,13.75,5.110000134,0,,,,,,,,,,,
54001,Barbour County,WV,44.40999985,32.06999969,0,9.170000076,1.99000001,0,,,,,,,,,,,
29135,Moniteau County,MO,48.30999756,31.35000038,0,7.359999657,8.670000076,0,,,,,,,,,,,
18013,Brown County,IN,29.45000076,17.77999878,0,5.380000114,4.670000076,0.1000000015,,,,,,,,,,,
51063,Floyd County,VA,34.06000137,22.89999962,0,7.710000038,0.6200000048,0,1.32,,,,,,,,,,
17039,De Witt County,IL,35.57000351,22.75,0,6.130000114,5.96999979,0,,,,,,,,,,,
40117,Pawnee County,OK,62.73999786,47.77000046,1.340000033,9.050000191,0.1199999973,0,3.13,,,,,,,,,,
55077,Marquette County,WI,34.00999832,21.6400013,0,5.359999657,6.989999771,0,,,,,,,,,,,
16047,Gooding County,ID,26.20000076,2.269999981,0,3.690000057,4.889999866,0,12.54,,,,,,,,,,
28023,Clarke County,MS,66.37999725,51.68999863,3.369999886,11.31000042,0,0,,,,,,,,,,,
19067,Floyd County,IA,48.47999954,7.949999809,0,24.27999878,16.20000076,0,,,,,,,,,,,
51135,Nottoway County,VA,38.46999741,22.04999924,1.470000029,10.82999992,1.139999986,0,1.31,,,,,,,,,,
29155,Pemiscot County,MO,62.69999695,50.93999863,5.559999943,5.269999981,0.9200000167,0,,,,,,,,,,,
19101,Jefferson County,IA,29.95000076,5.920000076,0,11.56999969,6.440000057,0,2.13,,,,,,1.93,,,,
21103,Henry County,KY,37.68999863,29.12999916,0,7.43999958,1.120000005,0,,,,,,,,,,,
27001,Aitkin County,MN,48.09999847,11.32999992,0,19.86000061,14.97000027,0,1.29,,,,,,,,,,
17131,Mercer County,IL,36.56999969,5.150000095,0,21.13999939,9.550000191,0,,,,,,,,,,,
17015,Carroll County,IL,49.98999786,7.719999313,0,20.55999947,20.70999908,0,,,,,,,,,,,
13163,Jefferson County,GA,55.98999786,34.59999847,12.75999928,8.270000458,0.3199999928,0,,,,,,,,,,,
8049,Grand County,CO,26.69000053,5.400000095,5.090000153,3.920000076,10.17000008,0,1.27,,,,,,,,,,
48289,Leon County,TX,56.13000107,34.45000076,9.949999809,5.159999847,5.480000019,0,,,,,,,,,,,
20139,Osage County,KS,33.54999924,19.51999855,0,9.760000229,4.210000038,0,,,,,,,,,,,
5141,Van Buren County,AR,52.98999786,39.43999863,3.650000095,4.730000019,2.349999905,0,1.4,,,,,,,,,,
17159,Richland County,IL,45.45999908,21.8900013,0,10.68000031,11.13000011,0,1.33,,,,,,,,,,
47153,Sequatchie County,TN,36.26999664,29.23999977,0,5.309999943,1.710000038,0,,,,,,,,,,,
5133,Sevier County,AR,70.77000427,39.27000046,6.449999809,3.480000019,18.90999985,0.1899999976,,,,,,,,,,,
51025,Brunswick County,VA,53.84000015,24.46000099,15.56999969,11.18000031,1.320000052,0,1.29,,,,,,,,,,
47005,Benton County,TN,49.33999634,37.09999847,1.439999938,9.159999847,0.7599999905,0,,,,,,,,,,,
20133,Neosho County,KS,47,18.48000145,2.019999981,14.44999981,11,0,,,,,,,,,,,
31131,Otoe County,NE,49.53999329,2.769999981,0,29.56999779,13.98999977,0,1.38,,,,,,,,,,
21045,Casey County,KY,51.20999908,40.44999695,0,7.389999866,0.8799999952,0,1.41,,,,,,,,,,
55003,Ashland County,WI,47.45999908,12.60999966,0,10.15000057,21.29999924,0,1.2,,,,,,,,,,
27065,Kanabec County,MN,26.43999863,8.340000153,0,10.96000004,5.829999924,0,,,,,,,,,,,
21203,Rockcastle County,KY,57.68000031,53.11000061,3.569999933,0,0.1299999952,0,,,,,,,,,,,
29013,Bates County,MO,43.89999771,32.38999939,0,10.68999958,0.8100000024,0,,,,,,,,,,,
51750,Radford city,VA,50.38999557,32.82999802,2.49000001,15.05999947,0,0,,,,,,,,,,,
6105,Trinity County,CA,15.97999954,5.409999847,0,1.019999981,6.800000191,0,1.51,,,,,,,,,,0.12
55023,Crawford County,WI,55.15999985,3.399999857,0,12.67999935,36.77000046,0,1.2,,,,,,,,,,
51011,Appomattox County,VA,62.73999405,50.97999954,0,9.649999619,2.099999905,0,,,,,,,,,,,
12125,Union County,FL,24.5,20.53000069,2.329999924,0.09000000358,0,0,1.53,,,,,,,,,,
18121,Parke County,IN,32.23999786,23.19999886,0,8.269999504,0.75,0,,,,,,,,,,,
13183,Long County,GA,27.69000053,21.19000053,5.889999866,0.2899999917,0.3100000024,0,,,,,,,,,,,
17191,Wayne County,IL,54.54999924,47.98999786,1.24000001,4.570000172,0.7400000095,0,,,,,,,,,,,
5075,Lawrence County,AR,56.12999725,42.32999802,8.409999847,4.349999905,0.3100000024,0,,,,,,,,,,,
55007,Bayfield County,WI,36.30000305,4.700000286,0,9.760000229,21.07999992,0.1099999994,,,,,,,,,,,
47181,Wayne County,TN,38.07999802,31.28000069,0,5.400000095,0.5099999905,0,,,,,,,,,,,
13083,Dade County,GA,40.16999817,31.37999916,0,6.949999809,1.120000005,0,,,,,,,,,,,
21127,Lawrence County,KY,35.88000107,27.12000084,0.4699999988,6.820000172,0.4699999988,0,,,,,,,,,,,
13027,Brooks County,GA,41.47999954,27.13999939,9.269999504,3.849999905,0,0,,,,,,,,,,,
30041,Hill County,MT,30.86000061,13.25,0,5.949999809,9.729999542,0,1.29,,,,,,,,,,
1057,Fayette County,AL,60.34999847,50.83000183,3.049999952,5.320000172,0.4600000083,0,,,,,,,,,,,
20005,Atchison County,KS,55.72000122,13.96000099,0.9200000167,12.92999935,25.51000023,0,2.39,,,,,,,,,,
28061,Jasper County,MS,46.63999939,33.43999863,3.180000067,8.109999657,0.09000000358,0,,,,,,,,,,,
8003,Alamosa County,CO,38.51999664,6.710000515,0,1.950000048,12.47999954,0,15.76,,,,,,,,,,
19041,Clay County,IA,64.51000214,16.92000008,0,30.61999893,13.93000031,0,2.04,,,,,,,,,,
42105,Potter County,PA,36.89999771,25,0,7.5,4.389999866,0,,,,,,,,,,,
29143,New Madrid County,MO,56.86000061,46.24000168,3.670000076,2.420000076,4.53000021,0,,,,,,,,,,,
18045,Fountain County,IN,30.21999931,22.09999847,0,4.349999905,1.860000014,0,1.27,,,,,,,,,,
5087,Madison County,AR,32.29999924,24.42000008,0.9100000262,2.670000076,0.6999999881,0,2.68,,,,,,,,,,
19047,Crawford County,IA,49.02000046,31.10000229,0,9.300000191,7.570000172,0,,,,,,,,,,,
55013,Burnett County,WI,22.92000198,4.539999962,0,11.34000015,6.340000153,0,,,,,,,,,,,
38077,Richland County,ND,72.09999847,13.2699995,0,26.01000023,30.57999992,0,2.23,,,,,,,,,,
45061,Lee County,SC,55.13000107,22.40999985,16.62999916,12.18000031,0,0,,,,,,,,,,1.68,
16049,Idaho County,ID,60.89999771,20.52999878,0,1.149999976,31.15999985,0,7.01,,,,,,,,,,
19121,Madison County,IA,35.27999878,13.49000072,0,8.93999958,12.36999989,0,,,,,,,,,,,
4012,La Paz County,AZ,30.60000038,10.5,0.7200000286,0.9900000095,11.39000034,0,5.44,,,,,,,,,,
5107,Phillips County,AR,55.38000107,31.30999947,16.22999954,3.930000067,0.4799999893,0,2.14,,,,,,,,,,
35053,Socorro County,NM,39.36999893,4.880000114,0,1.810000062,27.97999954,0,3.78,,,,,,,,,,
55065,Lafayette County,WI,46.02999878,10.06000042,0,17.11999893,17.67000008,0,,,,,,,,,,,
55129,Washburn County,WI,29.76999855,16.19999886,0,10.5,1.940000057,0,,,,,,,,,,,
19095,Iowa County,IA,50.38999939,23.17000008,0,13.39000034,12.11999989,0,,,,,,,,,,,
41001,Baker County,OR,32.72000122,14.29000092,0,2.359999895,6.610000134,0,8.18,,,,,,,,,,
17147,Piatt County,IL,36.56999969,13.70999908,0,15.94999981,6.909999847,0,,,,,,,,,,,
54091,Taylor County,WV,53.18000412,23.30999947,0,26.31000137,2.700000048,0,,,,,,,,,,,
17005,Bond County,IL,43.51999664,27.31999969,1.080000043,5.409999847,8.520000458,0,,,,,,,,,,,
18139,Rush County,IN,30.39999962,18.40999985,0,5.059999943,6.900000095,0,,,,,,,,,,,
5067,Jackson County,AR,53,42.93000031,4.139999866,4.809999943,0.3000000119,0,,,,,,,,,,,
48395,Robertson County,TX,66.72000122,30.20000076,3.920000076,5.210000038,24.42000008,0,2.95,,,,,,,,,,
12029,Dixie County,FL,20.66000175,14.70000076,0,2.359999895,1.49000001,0,1.47,,,,,,,,,,
51071,Giles County,VA,51.20000076,28.96999931,0,18.42000008,0.8600000143,0,2.93,,,,,,,,,,
23021,Piscataquis County,ME,17.57999992,5.039999962,0.8899999857,6.769999981,2.289999962,0,1.46,,,,,,,,,,
46127,Union County,SD,33.49000168,4.769999981,0,17.47000122,11.23999977,0,,,,,,,,,,,
51029,Buckingham County,VA,21,11.87999916,0.8999999762,5.130000114,0,0,1.22,,,,,,,,,,
5089,Marion County,AR,33.53000259,26.18000031,0.3000000119,3.940000057,1.960000038,0,,,,,,,,,,,
5037,Cross County,AR,58.02999878,41.39999771,7.96999979,6.880000114,1.779999971,0,,,,,,,,,,,
17187,Warren County,IL,34.06999969,12.57999992,1.200000048,10.80999947,9.43999958,0,,,,,,,,,,,
17045,Edgar County,IL,45.08999634,19.65999985,0,15.93999958,7.670000076,0,1.25,,,,,,,,,,
19083,Hardin County,IA,49.50999832,15.92999935,0,27.98999977,3.75999999,0,,,,,,,,,,,
13241,Rabun County,GA,66.41000366,45.88000107,0,9.180000305,9.770000458,0,,,,,,,,,,,
21147,McCreary County,KY,27.22999954,20.75,3.109999895,1.460000038,0.5699999928,0,1.33,,,,,,,,,,
8051,Gunnison County,CO,32.60000229,17.44000053,0,2.110000134,8.840000153,0,3.37,,,,,,,,,,
48415,Scurry County,TX,57.53000259,35.74000168,0.5899999738,2.230000019,15.94999981,0,1.94,,,,,,,,,,
21079,Garrard County,KY,50.33000183,44.95000076,0,4.829999924,0.4699999988,0,,,,,,,,,,,
48145,Falls County,TX,54.23999786,24.87999916,3.700000048,6.590000153,18.52000046,0,,,,,,,,,,,
28051,Holmes County,MS,48.79999924,24,16.20000076,7.190000057,0.05000000075,0,,,,,,,,,,,
54041,Lewis County,WV,31.38999939,3.920000076,0,19.48999977,6.730000019,0,,,,,,,,,,,
19043,Clayton County,IA,60.29999924,5.430000305,0,34.09000015,19.70999908,0,,,,,,,,,,,
54065,Morgan County,WV,26.05000114,7.25,0,12.14000034,5.539999962,0,,,,,,,,,,,
29059,Dallas County,MO,42.61999893,27.71999931,0,5.96999979,4.980000019,0,2.95,,,,,,,,,,
5047,Franklin County,AR,47.40999985,33.31999969,0,7.590000153,5.159999847,0,,,,,,,,,,,
29053,Cooper County,MO,53.31000519,26.44000053,3.519999981,8.729999542,11.56000042,0,2.95,,,,,,,,0.09,,
28017,Chickasaw County,MS,76.86999512,58.52999878,8.460000038,7.5,1.460000038,0,,,,,,,,,,,
21161,Mason County,KY,58.77999878,32.17000198,0.5099999905,18.09000015,4.659999847,0,2.1,,,,,,,,,,
6043,Mariposa County,CA,28.77000046,8.770000458,0,2.690000057,14.06999969,0,1.42,,,,,,,,,,
19171,Tama County,IA,42.52999878,4.099999905,0.8799999952,23.07999992,14.43999958,0,,,,,,,,,,,
1067,Henry County,AL,61.52999878,44.75,10.2699995,6.510000229,0,0,,,,,,,,,,,
5001,Arkansas County,AR,67.41000366,50.88000107,3.349999905,10.81999969,1.460000038,0,,,,,,,,,,,
30067,Park County,MT,31.23999786,12.5899992,0,6.710000038,7.050000191,0,3.42,,,,,,,,,,
13017,Ben Hill County,GA,62.82000351,53.84000015,2.289999962,5.119999886,0.5799999833,0,,,,,,,,,,,
51520,Bristol city,VA,105.3199997,67.94999695,3.039999962,15.71000004,15.30000019,0.4600000083,2.86,,,,,,,,,,
51685,Manassas Park city,VA,11.06999969,4.059999943,0,0,6.96999979,0,,,,,,,,,,,
13075,Cook County,GA,40.42999649,32.88999939,2.460000038,3.890000105,0,0,,,,,,,,,,,
17181,Union County,IL,44.63000107,38.13000107,0.4399999976,4.300000191,1.74000001,0,,,,,,,,,,,
5135,Sharp County,AR,65.54000092,50.67000198,5.329999924,4.429999828,1.529999971,0,2.81,,,,,,,,,,
32013,Humboldt County,NV,39.67000198,7.430000305,0,0.8000000119,20.12000084,0,9.95,,,,,,,,,,
